	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I942|A0A0N7I942_AZOBR	2-keto-3-deoxygluconate transporter	344	20	0.0	94.93	5	C:GO:0005886; F:GO:0015649; C:GO:0016021; P:GO:0046411; P:GO:1902600	C:plasma membrane; F:2-keto-3-deoxygluconate:proton symporter activity; C:integral component of membrane; P:2-keto-3-deoxygluconate transmembrane transport; P:proton transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ED31|A0A0P0ED31_AZOBR	Holliday junction branch migration protein RuvA	208	20	2.31227E-144	90.59	8	F:GO:0003677; F:GO:0005524; P:GO:0006281; P:GO:0006310; F:GO:0009378; C:GO:0009379; P:GO:0009432; P:GO:0032508	F:DNA binding; F:ATP binding; P:DNA repair; P:DNA recombination; F:four-way junction helicase activity; C:Holliday junction helicase complex; P:SOS response; P:DNA duplex unwinding	EC:3.6.1.15	Nucleoside-triphosphate phosphatase			
true	[BLASTED, MAPPED]	tr|A0A0P0FGC7|A0A0P0FGC7_AZOBR	YIS1_SHISORecName: Full=Insertion element IS600 uncharacterized 11 kDa protein; AltName: Full=ISO-S3 11 kDa protein	94	2	3.50411E-4	55.46	4	F:GO:0003677; F:GO:0004803; P:GO:0006313; F:GO:0043565	F:DNA binding; F:transposase activity; P:transposition, DNA-mediated; F:sequence-specific DNA binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EXE2|A0A0P0EXE2_AZOBR	iron-sulfur cluster insertion protein ErpA	122	20	2.08225E-83	90.32	3	F:GO:0005198; F:GO:0051536; P:GO:0097428	F:structural molecule activity; F:iron-sulfur cluster binding; P:protein maturation by iron-sulfur cluster transfer					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FEE1|A0A0P0FEE1_AZOBR	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha	666	20	0.0	97.38	3	F:GO:0004658; F:GO:0005524; F:GO:0046872	F:propionyl-CoA carboxylase activity; F:ATP binding; F:metal ion binding	EC:6.4.1.3	Propionyl-CoA carboxylase			
true	[NO-BLAST]	tr|A0A0P0F6L9|A0A0P0F6L9_AZOBR	---NA---	362											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FEC9|A0A0P0FEC9_AZOBR	TRAP transporter substrate-binding protein	319	20	0.0	93.73	2	C:GO:0030288; P:GO:0055085	C:outer membrane-bounded periplasmic space; P:transmembrane transport					
true	[BLASTED, MAPPED]	tr|A0A0P0F0N8|A0A0P0F0N8_AZOBR	Y357_HAEINRecName: Full=Putative thiamine biosynthesis protein HI_0357	334	2	6.53182E-9	48.36	5	C:GO:0005886; P:GO:0009228; C:GO:0016020; F:GO:0042626; P:GO:0055085	C:plasma membrane; P:thiamine biosynthetic process; C:membrane; F:ATPase-coupled transmembrane transporter activity; P:transmembrane transport					
true	[BLASTED, MAPPED]	tr|A0A0N7I7I2|A0A0N7I7I2_AZOBR	ARTP_BACSURecName: Full=Arginine-binding extracellular protein ArtP; Flags: Precursor	286	1	9.41583E-9	64.44	5	F:GO:0004970; C:GO:0005886; P:GO:0006865; C:GO:0016020; P:GO:0035235	F:ionotropic glutamate receptor activity; C:plasma membrane; P:amino acid transport; C:membrane; P:ionotropic glutamate receptor signaling pathway					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EJJ6|A0A0P0EJJ6_AZOBR	MmgE/PrpD family protein	478	20	0.0	84.95	1	F:GO:0016829	F:lyase activity					
true	[NO-BLAST]	tr|A0A0P0FCE2|A0A0P0FCE2_AZOBR	---NA---	101											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EWL9|A0A0P0EWL9_AZOBR	glycolate oxidase iron-sulfur subunit	448	20	0.0	91.29	3	F:GO:0019154; F:GO:0051536; P:GO:0055114	F:glycolate dehydrogenase activity; F:iron-sulfur cluster binding; P:oxidation-reduction process	EC:1.1.99.14	Glycolate dehydrogenase			
true	[NO-BLAST]	tr|A0A0P0EYZ6|A0A0P0EYZ6_AZOBR	---NA---	481											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F634|A0A0P0F634_AZOBR	glycosyl transferase	557	20	0.0	85.74	2	C:GO:0016021; F:GO:0016740	C:integral component of membrane; F:transferase activity					
true	[NO-BLAST]	tr|A0A0P0F9J5|A0A0P0F9J5_AZOBR	---NA---	218											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FBH2|A0A0P0FBH2_AZOBR	sensor histidine kinase	584	20	0.0	90.15	5	F:GO:0000155; P:GO:0000160; F:GO:0005524; C:GO:0016021; P:GO:0023014	F:phosphorelay sensor kinase activity; P:phosphorelay signal transduction system; F:ATP binding; C:integral component of membrane; P:signal transduction by protein phosphorylation	EC:2.7.13.3	Histidine kinase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I8H3|A0A0N7I8H3_AZOBR	sigma-54-dependent Fis family transcriptional regulator	466	20	0.0	98.37	5	P:GO:0000160; F:GO:0005524; P:GO:0006355; F:GO:0008134; F:GO:0043565	P:phosphorelay signal transduction system; F:ATP binding; P:regulation of transcription, DNA-templated; F:transcription factor binding; F:sequence-specific DNA binding					
true	[NO-BLAST]	tr|A0A0P0EWY9|A0A0P0EWY9_AZOBR	---NA---	74											
true	[NO-BLAST]	tr|A0A0P0F9R6|A0A0P0F9R6_AZOBR	---NA---	202											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FDI1|A0A0P0FDI1_AZOBR	MCP1_THEMARecName: Full=Methyl-accepting chemotaxis protein 1	720	20	7.37718E-22	53.77	12	F:GO:0004888; C:GO:0005887; P:GO:0007172; P:GO:0009593; F:GO:0042803; F:GO:0043424; P:GO:0050920; P:GO:0051260; P:GO:0052131; P:GO:0071230; C:GO:0098561; P:GO:1901875	F:transmembrane signaling receptor activity; C:integral component of plasma membrane; P:signal complex assembly; P:detection of chemical stimulus; F:protein homodimerization activity; F:protein histidine kinase binding; P:regulation of chemotaxis; P:protein homooligomerization; P:positive aerotaxis; P:cellular response to amino acid stimulus; C:methyl accepting chemotaxis protein complex; P:positive regulation of post-translational protein modification					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I976|A0A0N7I976_AZOBR	PPDK_RHIMERecName: Full=Pyruvate, phosphate dikinase; AltName: Full=Pyruvate, orthophosphate dikinase	897	20	0.0	51.74	6	F:GO:0005524; P:GO:0006090; F:GO:0016301; P:GO:0016310; F:GO:0046872; F:GO:0050242	F:ATP binding; P:pyruvate metabolic process; F:kinase activity; P:phosphorylation; F:metal ion binding; F:pyruvate, phosphate dikinase activity	EC:2.7.9.1	Pyruvate, phosphate dikinase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F660|A0A0P0F660_AZOBR	FABD_BACSURecName: Full=Malonyl CoA-acyl carrier protein transacylase; Short=MCT	318	20	2.98128E-62	52.62	3	F:GO:0004314; C:GO:0005829; P:GO:0006633	F:[acyl-carrier-protein] S-malonyltransferase activity; C:cytosol; P:fatty acid biosynthetic process	EC:2.3.1.85; EC:2.3.1.39	Fatty-acid synthase; [Acyl-carrier-protein] S-malonyltransferase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F3S9|A0A0P0F3S9_AZOBR	YCIK_ECOLIRecName: Full=Uncharacterized oxidoreductase YciK	236	20	2.05393E-36	51.54	3	P:GO:0006629; P:GO:0009987; F:GO:0016616	P:lipid metabolic process; P:cellular process; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor					
true	[NO-BLAST]	tr|A0A0P0EK27|A0A0P0EK27_AZOBR	---NA---	73											
true	[NO-BLAST]	tr|A0A0P0EMJ3|A0A0P0EMJ3_AZOBR	---NA---	328											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F8T5|A0A0P0F8T5_AZOBR	DNAJ2_SYNY3RecName: Full=Chaperone protein DnaJ 2	302	20	8.77814E-53	54.27	2	F:GO:0003677; F:GO:0005515	F:DNA binding; F:protein binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0E909|A0A0P0E909_AZOBR	homocitrate synthase	381	20	0.0	95.05	3	F:GO:0004410; P:GO:0019752; P:GO:0051188	F:homocitrate synthase activity; P:carboxylic acid metabolic process; P:obsolete cofactor biosynthetic process	EC:2.3.3.14	Homocitrate synthase			
true	[NO-BLAST]	tr|A0A0P0F3X9|A0A0P0F3X9_AZOBR	---NA---	473											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FHM7|A0A0P0FHM7_AZOBR	2-hydroxyacid dehydrogenase	478	20	0.0	98.62	3	F:GO:0016491; P:GO:0055114; F:GO:0071949	F:oxidoreductase activity; P:oxidation-reduction process; F:FAD binding					
true	[NO-BLAST]	tr|A0A0P0F0G0|A0A0P0F0G0_AZOBR	---NA---	342											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F5C3|A0A0P0F5C3_AZOBR	Y4FA_RHISNRecName: Full=Probable chemoreceptor y4fA; AltName: Full=Methyl-accepting chemotaxis protein	560	20	7.88128E-22	48.48	11	F:GO:0004888; C:GO:0005887; P:GO:0007172; P:GO:0009593; F:GO:0042803; F:GO:0043424; P:GO:0050920; P:GO:0051260; P:GO:0071230; C:GO:0098561; P:GO:1901875	F:transmembrane signaling receptor activity; C:integral component of plasma membrane; P:signal complex assembly; P:detection of chemical stimulus; F:protein homodimerization activity; F:protein histidine kinase binding; P:regulation of chemotaxis; P:protein homooligomerization; P:cellular response to amino acid stimulus; C:methyl accepting chemotaxis protein complex; P:positive regulation of post-translational protein modification					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EAN5|A0A0P0EAN5_AZOBR	chemotaxis protein	563	20	0.0	81.25	4	F:GO:0004888; P:GO:0006935; P:GO:0007165; C:GO:0016021	F:transmembrane signaling receptor activity; P:chemotaxis; P:signal transduction; C:integral component of membrane					
true	[NO-BLAST]	tr|A0A0P0F906|A0A0P0F906_AZOBR	---NA---	114											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EPK1|A0A0P0EPK1_AZOBR	HAMP domain-containing protein	702	20	0.0	86.64	6	F:GO:0000155; P:GO:0000160; F:GO:0005524; C:GO:0016021; P:GO:0018106; P:GO:0023014	F:phosphorelay sensor kinase activity; P:phosphorelay signal transduction system; F:ATP binding; C:integral component of membrane; P:peptidyl-histidine phosphorylation; P:signal transduction by protein phosphorylation	EC:2.7.13.3	Histidine kinase			
true	[NO-BLAST]	tr|A0A0P0ETC9|A0A0P0ETC9_AZOBR	---NA---	333											
true	[NO-BLAST]	tr|A0A0P0EYM4|A0A0P0EYM4_AZOBR	---NA---	185											
true	[BLASTED, MAPPED]	tr|A0A0N7I9A4|A0A0N7I9A4_AZOBR	KANE_STRKNRecName: Full=Alpha-D-kanosaminyltransferase; AltName: Full=2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase; AltName: Full=Glycosyltransferase KanE; AltName: Full=Kanamycin biosynthesis protein E	1250	5	1.41116E-94	50.99	10	F:GO:0000287; F:GO:0008375; P:GO:0010125; F:GO:0016740; F:GO:0016757; F:GO:0016758; P:GO:0017000; F:GO:0046872; F:GO:0102710; P:GO:1901133	F:magnesium ion binding; F:acetylglucosaminyltransferase activity; P:mycothiol biosynthetic process; F:transferase activity; F:transferase activity, transferring glycosyl groups; F:transferase activity, transferring hexosyl groups; P:antibiotic biosynthetic process; F:metal ion binding; F:D-inositol-3-phosphate glycosyltransferase activity; P:kanamycin biosynthetic process					
true	[NO-BLAST]	tr|A0A0P0FA43|A0A0P0FA43_AZOBR	---NA---	259											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EB14|A0A0P0EB14_AZOBR	FRPA_NEIMCRecName: Full=Iron-regulated protein FrpA	391	20	2.43362E-22	56.48	5	F:GO:0004016; F:GO:0005488; P:GO:0007204; C:GO:0016020; P:GO:0044179	F:adenylate cyclase activity; F:binding; P:positive regulation of cytosolic calcium ion concentration; C:membrane; P:hemolysis in other organism	EC:4.6.1.1	Adenylate cyclase			
true	[NO-BLAST]	tr|A0A0P0F570|A0A0P0F570_AZOBR	---NA---	243											
true	[NO-BLAST]	tr|A0A0P0F5B6|A0A0P0F5B6_AZOBR	---NA---	446											
true	[NO-BLAST]	tr|A0A0N7I908|A0A0N7I908_AZOBR	---NA---	879											
true	[NO-BLAST]	tr|A0A0P0E9W4|A0A0P0E9W4_AZOBR	---NA---	188											
true	[NO-BLAST]	tr|A0A0P0EFI0|A0A0P0EFI0_AZOBR	---NA---	156											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EHB3|A0A0P0EHB3_AZOBR	dihydrolipoyl dehydrogenase	465	20	0.0	96.08	6	F:GO:0004148; C:GO:0005623; F:GO:0009055; P:GO:0022900; P:GO:0045454; F:GO:0050660	F:dihydrolipoyl dehydrogenase activity; C:obsolete cell; F:electron transfer activity; P:electron transport chain; P:cell redox homeostasis; F:flavin adenine dinucleotide binding	EC:1.8.1.4	Dihydrolipoyl dehydrogenase			
true	[NO-BLAST]	tr|A0A0P0EYG6|A0A0P0EYG6_AZOBR	---NA---	1378											
true	[NO-BLAST]	tr|A0A0P0F806|A0A0P0F806_AZOBR	---NA---	316											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EEQ6|A0A0P0EEQ6_AZOBR	glutamate:protein symporter	433	20	0.0	96.34	3	F:GO:0015293; C:GO:0016021; P:GO:0055085	F:symporter activity; C:integral component of membrane; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F0S6|A0A0P0F0S6_AZOBR	2-nitropropane dioxygenase	471	20	0.0	97.06	3	F:GO:0018580; F:GO:0051213; P:GO:0055114	F:nitronate monooxygenase activity; F:dioxygenase activity; P:oxidation-reduction process	EC:1.13.12.16; EC:1.13.12	Nitronate monooxygenase; Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O(2)			
true	[NO-BLAST]	tr|A0A0P0FEM8|A0A0P0FEM8_AZOBR	---NA---	324											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I7M4|A0A0N7I7M4_AZOBR	3-methyl-2-oxobutanoate hydroxymethyltransferase	274	20	0.0	93.46	6	F:GO:0003864; C:GO:0005737; F:GO:0008168; P:GO:0015940; P:GO:0032259; F:GO:0046872	F:3-methyl-2-oxobutanoate hydroxymethyltransferase activity; C:cytoplasm; F:methyltransferase activity; P:pantothenate biosynthetic process; P:methylation; F:metal ion binding	EC:2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase			
true	[NO-BLAST]	tr|A0A0P0EPQ8|A0A0P0EPQ8_AZOBR	---NA---	162											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F4J2|A0A0P0F4J2_AZOBR	ARCB_ECOLIRecName: Full=Aerobic respiration control sensor protein ArcB	905	20	1.989E-26	46.38	8	F:GO:0004673; F:GO:0005488; C:GO:0005886; P:GO:0006468; P:GO:0006950; P:GO:0007165; P:GO:0009628; P:GO:0051704	F:protein histidine kinase activity; F:binding; C:plasma membrane; P:protein phosphorylation; P:response to stress; P:signal transduction; P:response to abiotic stimulus; P:multi-organism process	EC:2.7.13.3	Histidine kinase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F8L7|A0A0P0F8L7_AZOBR	GGDEF domain-containing protein	375	20	0.0	85.9	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EVR1|A0A0P0EVR1_AZOBR	TROD_TREPARecName: Full=Zinc transport system membrane protein TroD	328	14	4.12012E-23	53.07	1	C:GO:0005886	C:plasma membrane					
true	[NO-BLAST]	tr|A0A0P0E9J6|A0A0P0E9J6_AZOBR	---NA---	132											
true	[NO-BLAST]	tr|A0A0P0ECZ5|A0A0P0ECZ5_AZOBR	---NA---	911											
true	[NO-BLAST]	tr|A0A0P0EHR3|A0A0P0EHR3_AZOBR	---NA---	185											
true	[NO-BLAST]	tr|A0A0P0F5A7|A0A0P0F5A7_AZOBR	---NA---	376											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FDP6|A0A0P0FDP6_AZOBR	BTSS_ECOL6RecName: Full=Sensor histidine kinase BtsS	569	20	0.0	54.65	7	F:GO:0000155; P:GO:0000160; F:GO:0005524; C:GO:0005887; P:GO:0018106; P:GO:0023014; P:GO:0071555	F:phosphorelay sensor kinase activity; P:phosphorelay signal transduction system; F:ATP binding; C:integral component of plasma membrane; P:peptidyl-histidine phosphorylation; P:signal transduction by protein phosphorylation; P:cell wall organization	EC:2.7.13.3	Histidine kinase			
true	[NO-BLAST]	tr|A0A0P0EI77|A0A0P0EI77_AZOBR	---NA---	173											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EQW8|A0A0P0EQW8_AZOBR	bifunctional aspartate transaminase/aspartate 4-decarboxylase	543	20	0.0	91.66	4	C:GO:0005840; F:GO:0008483; P:GO:0009058; F:GO:0030170	C:ribosome; F:transaminase activity; P:biosynthetic process; F:pyridoxal phosphate binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EJG7|A0A0P0EJG7_AZOBR	apolipoprotein N-acyltransferase	529	20	0.0	84.4	4	C:GO:0005886; C:GO:0016021; F:GO:0016410; P:GO:0042158	C:plasma membrane; C:integral component of membrane; F:N-acyltransferase activity; P:lipoprotein biosynthetic process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ER21|A0A0P0ER21_AZOBR	TLPC_BACSURecName: Full=Methyl-accepting chemotaxis protein TlpC	562	20	3.7148E-27	50.91	5	F:GO:0004888; C:GO:0005886; P:GO:0010247; P:GO:0050918; P:GO:0071310	F:transmembrane signaling receptor activity; C:plasma membrane; P:detection of phosphate ion; P:positive chemotaxis; P:cellular response to organic substance					
true	[NO-BLAST]	tr|A0A0P0F9S4|A0A0P0F9S4_AZOBR	---NA---	64											
true	[BLASTED, MAPPED]	tr|A0A0P0FBN3|A0A0P0FBN3_AZOBR	YWOF_BACSURecName: Full=Uncharacterized protein YwoF; Flags: Precursor	566	1	1.57122E-5	45.34	1	C:GO:0005576	C:extracellular region					
true	[NO-BLAST]	tr|A0A0N7I800|A0A0N7I800_AZOBR	---NA---	172											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ECL5|A0A0P0ECL5_AZOBR	exopolysaccharide biosynthesis protein	230	20	2.80458E-154	81.55	1	C:GO:0016021	C:integral component of membrane					
true	[NO-BLAST]	tr|A0A0P0EH82|A0A0P0EH82_AZOBR	---NA---	251											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FBC7|A0A0P0FBC7_AZOBR	GHMP kinase	331	20	0.0	84.65	3	F:GO:0005524; F:GO:0016301; P:GO:0016310	F:ATP binding; F:kinase activity; P:phosphorylation					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I8X2|A0A0N7I8X2_AZOBR	flavodoxin family protein	155	20	1.18156E-108	88.46	3	F:GO:0010181; F:GO:0016491; P:GO:0055114	F:FMN binding; F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EMM7|A0A0P0EMM7_AZOBR	acetoin utilization protein AcuC	387	20	0.0	91.18	1	P:GO:0045149	P:acetoin metabolic process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EXN9|A0A0P0EXN9_AZOBR	MCPU_PSEPKRecName: Full=Methyl-accepting chemotaxis protein McpU	650	20	2.88393E-21	57.0	9	F:GO:0004888; C:GO:0005887; P:GO:0007165; P:GO:0009405; P:GO:0010247; F:GO:0042803; P:GO:0050918; P:GO:0071310; C:GO:0098561	F:transmembrane signaling receptor activity; C:integral component of plasma membrane; P:signal transduction; P:pathogenesis; P:detection of phosphate ion; F:protein homodimerization activity; P:positive chemotaxis; P:cellular response to organic substance; C:methyl accepting chemotaxis protein complex					
true	[NO-BLAST]	tr|A0A0P0EPY5|A0A0P0EPY5_AZOBR	---NA---	80											
true	[NO-BLAST]	tr|A0A0P0EHQ0|A0A0P0EHQ0_AZOBR	---NA---	149											
true	[NO-BLAST]	tr|A0A0P0EPW9|A0A0P0EPW9_AZOBR	---NA---	379											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I7K7|A0A0N7I7K7_AZOBR	RRF2_DESVHRecName: Full=Protein rrf2	176	16	9.64178E-15	52.73	1	F:GO:0005488	F:binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I8X9|A0A0N7I8X9_AZOBR	NOC_LISMORecName: Full=Nucleoid occlusion protein; Short=Noc	285	20	8.99581E-29	59.52	3	F:GO:0005515; P:GO:0009987; C:GO:0044424	F:protein binding; P:cellular process; C:obsolete intracellular part					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ECE8|A0A0P0ECE8_AZOBR	3',5'-cyclic-nucleotide phosphodiesterase	282	20	0.0	91.8	1	F:GO:0004114	F:3',5'-cyclic-nucleotide phosphodiesterase activity	EC:3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EJ60|A0A0P0EJ60_AZOBR	glycosyltransferase	408	20	0.0	86.35	1	F:GO:0016740	F:transferase activity					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F524|A0A0P0F524_AZOBR	XDH_ARTNIRecName: Full=D-xylose dehydrogenase; AltName: Full=NADP-dependent D-xylose dehydrogenase	383	13	6.03714E-152	50.11	7	F:GO:0008270; P:GO:0042843; F:GO:0047837; F:GO:0050661; F:GO:0051287; P:GO:0051289; P:GO:0055114	F:zinc ion binding; P:D-xylose catabolic process; F:D-xylose 1-dehydrogenase (NADP+) activity; F:NADP binding; F:NAD binding; P:protein homotetramerization; P:oxidation-reduction process	EC:1.1.1.179	D-xylose 1-dehydrogenase (NADP(+))			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FGE0|A0A0P0FGE0_AZOBR	SDR family oxidoreductase	250	20	3.52823E-177	83.15	4	F:GO:0004316; P:GO:0055114; F:GO:0102131; F:GO:0102132	F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity; P:oxidation-reduction process; F:3-oxo-glutaryl-[acp] methyl ester reductase activity; F:3-oxo-pimeloyl-[acp] methyl ester reductase activity	EC:2.3.1.85; EC:1.1.1.100	Fatty-acid synthase; 3-oxoacyl-[acyl-carrier-protein] reductase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EU07|A0A0P0EU07_AZOBR	AKLYS_PSEU5RecName: Full=Aspartate kinase Ask_LysC; AltName: Full=Aspartokinase	411	20	7.25853E-136	68.17	6	F:GO:0000166; F:GO:0004072; C:GO:0005618; C:GO:0005829; P:GO:0009089; P:GO:0019877	F:nucleotide binding; F:aspartate kinase activity; C:cell wall; C:cytosol; P:lysine biosynthetic process via diaminopimelate; P:diaminopimelate biosynthetic process	EC:2.7.2.4	Aspartate kinase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EEV6|A0A0P0EEV6_AZOBR	HSLR_HAEINRecName: Full=Heat shock protein 15 homolog; Short=HSP15	145	5	4.88476E-15	54.64	6	F:GO:0003677; F:GO:0003727; F:GO:0005515; C:GO:0005829; P:GO:0034605; F:GO:0043023	F:DNA binding; F:single-stranded RNA binding; F:protein binding; C:cytosol; P:cellular response to heat; F:ribosomal large subunit binding					
true	[NO-BLAST]	tr|A0A0P0ESI0|A0A0P0ESI0_AZOBR	---NA---	67											
true	[NO-BLAST]	tr|A0A0P0F7E0|A0A0P0F7E0_AZOBR	---NA---	370											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I8Z5|A0A0N7I8Z5_AZOBR	GLNH_ECO57RecName: Full=Glutamine-binding periplasmic protein; Short=GlnBP; Flags: Precursor	265	19	9.09196E-42	50.5	8	P:GO:0009267; F:GO:0015075; F:GO:0015318; P:GO:0015807; P:GO:0015809; P:GO:0015893; F:GO:0016597; C:GO:0042597	P:cellular response to starvation; F:ion transmembrane transporter activity; F:inorganic molecular entity transmembrane transporter activity; P:L-amino acid transport; P:arginine transport; P:drug transport; F:amino acid binding; C:periplasmic space					
true	[NO-BLAST]	tr|A0A0P0ELK3|A0A0P0ELK3_AZOBR	---NA---	164											
true	[NO-BLAST]	tr|A0A0P0EE36|A0A0P0EE36_AZOBR	---NA---	249											
true	[NO-BLAST]	tr|A0A0P0EBB1|A0A0P0EBB1_AZOBR	---NA---	103											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EFV3|A0A0P0EFV3_AZOBR	long-chain fatty acid--CoA ligase	363	20	0.0	86.32	2	P:GO:0008218; F:GO:0047474	P:bioluminescence; F:long-chain fatty acid luciferin component ligase activity	EC:6.2.1.19	Long-chain-fatty-acid--protein ligase			
true	[BLASTED, MAPPED]	tr|A0A0P0EMR8|A0A0P0EMR8_AZOBR	FERX_ACICARecName: Full=Putative ferredoxin	96	2	1.63881E-7	47.29	3	F:GO:0046872; F:GO:0051536; P:GO:0055114	F:metal ion binding; F:iron-sulfur cluster binding; P:oxidation-reduction process					
