#Accession	Name	No_orfs	Coverage	Abundance	Description
COG5375	COG5375	1	0.939814	0.000216	Uncharacterized protein conserved in bacteria
COG5377	COG5377	1	0.498432	0.000114	Phage-related protein, predicted endonuclease
COG5385	COG5385	1	0.911214	0.00021	Uncharacterized protein conserved in bacteria
COG5387	COG5387	1	0.875	0.000201	Chaperone required for the assembly of the mitochondrial F1-ATPase
COG5389	COG5389	1	0.839779	0.000193	Uncharacterized protein conserved in bacteria
COG5394	COG5394	1	0.803108	0.000185	Uncharacterized protein conserved in bacteria
COG5405	HslV	1	0.983146	0.000226	ATP-dependent protease HslVU (ClpYQ), peptidase subunit
COG5420	COG5420	1	0.929577	0.000214	Uncharacterized conserved small protein containing a coiled-coil domain
COG5424	COG5424	1	0.975206	0.000224	Pyrroloquinoline quinone (Coenzyme PQQ) biosynthesis protein C
COG5425	COG5425	1	0.877777	0.000202	Usg protein, probable subunit of phosphoribosylanthranilate isomerase
COG5426	COG5426	1	0.610236	0.00014	Uncharacterized membrane protein
COG5434	PGU1	1	0.258302	5.9e-05	Endopygalactorunase
COG5441	COG5441	1	0.990024	0.000228	Uncharacterized conserved protein
COG5442	FlaF	2	1.556521	0.000358	Flagellar biosynthesis regulator FlaF
COG5443	FlbT	2	1.858108	0.000428	Flagellar biosynthesis regulator FlbT
COG5447	COG5447	1	0.93913	0.000216	Uncharacterized conserved protein
COG5452	COG5452	1	0.883333	0.000203	Uncharacterized conserved protein
COG5454	COG5454	1	0.865168	0.000199	Predicted secreted protein
COG5455	COG5455	1	0.72093	0.000166	Predicted integral membrane protein
COG5456	COG5456	1	0.891566	0.000205	Predicted integral membrane protein linked to a cation pump
COG5457	COG5457	5	4.269841	0.000984	Uncharacterized conserved small protein
COG5458	COG5458	1	1	0.00023	Uncharacterized conserved protein
COG5459	COG5459	1	0.774793	0.000178	Predicted rRNA methylase
COG5461	COG5461	1	0.459821	0.000105	Type IV pili component
COG5462	COG5462	1	0.601449	0.000138	Predicted secreted (periplasmic) protein
COG5465	COG5465	1	0.92771	0.000213	Uncharacterized conserved protein
COG5467	COG5467	1	1	0.00023	Uncharacterized conserved protein
COG5468	COG5468	1	0.901162	0.000207	Predicted secreted (periplasmic) protein
COG5470	COG5470	1	0.989583	0.000228	Uncharacterized conserved protein
COG5473	COG5473	3	2.717241	0.000626	Predicted integral membrane protein
COG5477	COG5477	1	0.938144	0.000216	Predicted small integral membrane protein
COG5481	COG5481	1	0.940298	0.000216	Uncharacterized conserved small protein containing a coiled-coil domain
COG5482	COG5482	1	0.930131	0.000214	Uncharacterized conserved protein
COG5483	COG5483	1	0.491349	0.000113	Uncharacterized conserved protein
COG5487	COG5487	1	1	0.00023	Small integral membrane protein
COG5488	COG5488	1	0.914634	0.00021	Integral membrane protein
COG5490	COG5490	3	2.42405	0.000558	Uncharacterized conserved protein
COG5501	COG5501	2	1.709459	0.000394	Predicted secreted protein
COG5507	COG5507	1	0.991452	0.000228	Uncharacterized conserved protein
COG5508	COG5508	1	0.654761	0.00015	Uncharacterized conserved small protein
COG5510	COG5510	2	1.90909	0.00044	Predicted small secreted protein
COG5527	COG5527	1	0.646198	0.000148	Protein involved in initiation of plasmid replication
COG5530	COG5530	1	0.813765	0.000187	Predicted integral membrane protein
COG5534	COG5534	1	0.718015	0.000165	Plasmid replication initiator protein
COG5554	NifU	1	0.942028	0.000217	Nitrogen fixation protein
COG5557	COG5557	2	1.905236	0.000439	Polysulphide reductase
COG5562	COG5562	1	0.605839	0.000139	Phage envelope protein
COG5564	COG5564	3	2.471014	0.000569	Predicted TIM-barrel enzyme, possibly a dioxygenase
COG5568	COG5568	2	1.764705	0.000406	Uncharacterized small protein
COG5589	COG5589	1	0.695121	0.00016	Uncharacterized conserved protein
COG5590	COG5590	1	0.768558	0.000177	Uncharacterized conserved protein
COG5598	COG5598	1	0.144486	3.3e-05	Trimethylamine:corrinoid methyltransferase
COG5606	COG5606	1	0.934065	0.000215	Uncharacterized conserved small protein
COG5612	COG5612	1	0.878378	0.000202	Predicted integral membrane protein
COG5616	COG5616	5	4.539473	0.001046	Predicted integral membrane protein
COG5637	COG5637	2	1.165898	0.000268	Predicted integral membrane protein
COG5652	COG5652	1	0.216216	4.9e-05	Predicted integral membrane protein
COG5653	COG5653	1	0.709359	0.000163	Protein involved in cellulose biosynthesis (CelD)
COG5662	COG5662	5	4.148437	0.000956	Predicted transmembrane transcriptional regulator (anti-sigma factor)
